case_id,prompt,variant,mjvideo_total,alignment,fineness,coherence_consistency
vbench_087,A cat wearing sunglasses and working as a lifeguard at a pool.,w4a4,1.0294970273971558,1.0703125,0.1748046875,0.69921875
vbench_087,A cat wearing sunglasses and working as a lifeguard at a pool.,svdquant,1.2415879964828491,1.2890625,0.455078125,0.8515625
vbench_088,Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,bf16,0.8201096653938293,0.84375,0.24609375,0.703125
vbench_088,Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,w4a4,1.1633284091949463,1.203125,0.38671875,0.7890625
vbench_088,Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,svdquant,0.1912866234779358,0.1787109375,0.1875,0.60546875
vbench_089,"Splash of turquoise water in extreme slow motion, alpha channel included.",bf16,0.7229763269424438,0.7578125,-0.166015625,0.51171875
vbench_089,"Splash of turquoise water in extreme slow motion, alpha channel included.",w4a4,0.7150353193283081,0.75390625,-0.2275390625,0.48828125
vbench_089,"Splash of turquoise water in extreme slow motion, alpha channel included.",svdquant,0.6385278701782227,0.671875,-0.25,0.44140625
vbench_090,an ice cream is melting on the table.,bf16,-1.3130393028259277,-1.5,-0.32421875,0.314453125
vbench_090,an ice cream is melting on the table.,w4a4,-1.4623808860778809,-1.6875,-0.28515625,0.298828125
vbench_090,an ice cream is melting on the table.,svdquant,-1.4408926963806152,-1.640625,-0.369140625,0.279296875
vbench_165,alley,bf16,0.010944068431854248,-0.04736328125,-0.0037841796875,0.5234375
vbench_165,alley,w4a4,0.20116811990737915,0.1669921875,0.0693359375,0.6015625
vbench_165,alley,svdquant,-0.05478578805923462,-0.1328125,-0.03271484375,0.51953125
vbench_166,amusement park,bf16,1.0638656616210938,1.1875,0.04052734375,0.71875
vbench_166,amusement park,w4a4,1.0751070976257324,1.1875,0.02880859375,0.71875
vbench_166,amusement park,svdquant,0.7486444711685181,0.828125,0.0595703125,0.62890625
vbench_167,aquarium,bf16,1.0698261260986328,1.1796875,0.162109375,0.6953125
vbench_167,aquarium,w4a4,1.1071758270263672,1.21875,0.1923828125,0.66796875
vbench_167,aquarium,svdquant,1.010899543762207,1.125,0.06591796875,0.6484375
vbench_168,arch,bf16,0.9004383087158203,0.98828125,0.11962890625,0.703125
vbench_168,arch,w4a4,0.657356858253479,0.703125,0.1318359375,0.71484375
vbench_168,arch,svdquant,0.9879652857780457,1.1015625,0.1259765625,0.7578125
vbench_169,art gallery,bf16,1.3120784759521484,1.453125,0.263671875,0.828125
vbench_169,art gallery,w4a4,1.2720847129821777,1.40625,0.220703125,0.828125
vbench_169,art gallery,svdquant,1.1010202169418335,1.2421875,0.0947265625,0.73828125
vbench_170,bathroom,bf16,1.1438403129577637,1.296875,0.2236328125,0.75390625
vbench_170,bathroom,w4a4,0.8557618856430054,0.9453125,-0.0167236328125,0.66015625
vbench_170,bathroom,svdquant,0.8793652057647705,1.0,-0.0130615234375,0.64453125
vbench_171,bakery shop,bf16,1.2288819551467896,1.34375,0.201171875,0.796875
vbench_171,bakery shop,w4a4,1.0842602252960205,1.1796875,0.1728515625,0.7734375
vbench_171,bakery shop,svdquant,1.1805917024612427,1.28125,0.166015625,0.796875
vbench_172,ballroom,bf16,1.1273025274276733,1.25,0.072265625,0.73046875
vbench_172,ballroom,w4a4,0.8783905506134033,1.0078125,-0.21484375,0.5703125
vbench_172,ballroom,svdquant,1.0334540605545044,1.1875,-0.0130615234375,0.63671875
vbench_173,bar,bf16,0.4982910454273224,0.52734375,0.1103515625,0.69140625
vbench_173,bar,w4a4,0.36408209800720215,0.35546875,0.1484375,0.69140625
vbench_173,bar,svdquant,0.5056759715080261,0.54296875,0.04931640625,0.6640625
vbench_174,barn,bf16,0.4689701795578003,0.498046875,0.045166015625,0.65234375
vbench_174,barn,w4a4,0.38951122760772705,0.41015625,-0.01171875,0.61328125
vbench_174,barn,svdquant,0.5674228072166443,0.625,0.07275390625,0.69921875
vbench_175,basement,bf16,0.9976557493209839,1.1484375,-0.08642578125,0.6640625
vbench_175,basement,w4a4,0.987701416015625,1.1171875,-0.0263671875,0.67578125
vbench_175,basement,svdquant,1.138841152191162,1.28125,0.04345703125,0.703125
vbench_176,beach,bf16,1.1145472526550293,1.21875,0.0595703125,0.640625
vbench_176,beach,w4a4,0.9445251822471619,1.03125,-0.0166015625,0.6484375
vbench_176,beach,svdquant,1.120589256286621,1.2109375,0.1611328125,0.66796875
vbench_177,bedroom,bf16,1.1224815845489502,1.2265625,0.1328125,0.73046875
vbench_177,bedroom,w4a4,1.0020357370376587,1.09375,0.041015625,0.66015625
vbench_177,bedroom,svdquant,1.0032724142074585,1.109375,-0.041259765625,0.62109375
vbench_178,bridge,bf16,0.7794535160064697,0.84375,0.11279296875,0.68359375
vbench_178,bridge,w4a4,0.20334666967391968,0.1865234375,0.0595703125,0.59375
vbench_178,bridge,svdquant,0.53464275598526,0.5703125,0.033935546875,0.6171875
vbench_179,botanical garden,bf16,1.315502405166626,1.453125,0.310546875,0.74609375
vbench_179,botanical garden,w4a4,1.2178807258605957,1.3515625,0.2119140625,0.703125
vbench_179,botanical garden,svdquant,0.9867328405380249,1.078125,0.1640625,0.66015625
vbench_180,cafeteria,bf16,1.085774540901184,1.203125,0.1748046875,0.7578125
vbench_180,cafeteria,w4a4,1.227636456489563,1.375,0.318359375,0.8203125
vbench_180,cafeteria,svdquant,1.0506038665771484,1.1796875,0.1552734375,0.75390625
vbench_181,campsite,bf16,0.34013426303863525,0.345703125,0.0498046875,0.56640625
vbench_181,campsite,w4a4,0.2365492582321167,0.2412109375,-0.1025390625,0.466796875
vbench_181,campsite,svdquant,0.00206109881401062,-0.0279541015625,-0.10009765625,0.46875
