case_id,prompt,variant,mjvideo_total,alignment,fineness,coherence_consistency
vbench_077,Two pandas discussing an academic paper.,nvfp4_svdquant,1.4200822114944458,1.484375,0.240234375,0.8125
vbench_078,Sunset time lapse at the beach with moving clouds and colors in the sky.,bf16,1.502584457397461,1.5625,0.41796875,0.8828125
vbench_078,Sunset time lapse at the beach with moving clouds and colors in the sky.,nvfp4,1.5024383068084717,1.5625,0.400390625,0.8671875
vbench_078,Sunset time lapse at the beach with moving clouds and colors in the sky.,nvfp4_svdquant,1.4877171516418457,1.546875,0.396484375,0.8828125
vbench_079,A fat rabbit wearing a purple robe walking through a fantasy landscape.,bf16,1.115079402923584,1.1484375,0.408203125,0.7421875
vbench_079,A fat rabbit wearing a purple robe walking through a fantasy landscape.,nvfp4,1.133989691734314,1.171875,0.4140625,0.76953125
vbench_079,A fat rabbit wearing a purple robe walking through a fantasy landscape.,nvfp4_svdquant,1.0816417932510376,1.1171875,0.388671875,0.734375
vbench_080,A koala bear playing piano in the forest.,bf16,1.2079459428787231,1.265625,0.1435546875,0.70703125
vbench_080,A koala bear playing piano in the forest.,nvfp4,1.0329524278640747,1.078125,0.0810546875,0.6640625
vbench_080,A koala bear playing piano in the forest.,nvfp4_svdquant,1.177047610282898,1.2265625,0.203125,0.73828125
vbench_081,An astronaut flying in space.,bf16,1.1454027891159058,1.1953125,0.322265625,0.6875
vbench_081,An astronaut flying in space.,nvfp4,1.2448911666870117,1.296875,0.4296875,0.76171875
vbench_081,An astronaut flying in space.,nvfp4_svdquant,1.0238271951675415,1.0625,0.375,0.72265625
vbench_082,Fireworks.,bf16,0.8511427640914917,0.921875,-0.1533203125,0.52734375
vbench_082,Fireworks.,nvfp4,0.6055207252502441,0.66015625,-0.349609375,0.37890625
vbench_082,Fireworks.,nvfp4_svdquant,0.8055220246315002,0.875,-0.171875,0.50390625
vbench_083,An animated painting of fluffy white clouds moving in sky.,bf16,1.359151005744934,1.4140625,0.44140625,0.8125
vbench_083,An animated painting of fluffy white clouds moving in sky.,nvfp4,1.099257469177246,1.140625,0.33203125,0.75
vbench_083,An animated painting of fluffy white clouds moving in sky.,nvfp4_svdquant,1.2099459171295166,1.2578125,0.388671875,0.765625
vbench_084,Flying through fantasy landscapes.,bf16,0.8056914806365967,0.83203125,0.1630859375,0.64453125
vbench_084,Flying through fantasy landscapes.,nvfp4,0.3301897346973419,0.33203125,0.1328125,0.53125
vbench_084,Flying through fantasy landscapes.,nvfp4_svdquant,0.5611965656280518,0.57421875,0.2001953125,0.6015625
vbench_085,A bigfoot walking in the snowstorm.,bf16,-0.6310694217681885,-0.7265625,-0.07080078125,0.416015625
vbench_085,A bigfoot walking in the snowstorm.,nvfp4,-0.2664584219455719,-0.31640625,-0.0294189453125,0.470703125
vbench_085,A bigfoot walking in the snowstorm.,nvfp4_svdquant,-0.28063899278640747,-0.333984375,-0.039794921875,0.474609375
vbench_086,A squirrel eating a burger.,bf16,1.284324288368225,1.34375,0.228515625,0.734375
vbench_086,A squirrel eating a burger.,nvfp4,1.3063311576843262,1.3671875,0.234375,0.7578125
vbench_086,A squirrel eating a burger.,nvfp4_svdquant,1.2230640649795532,1.28125,0.1748046875,0.69921875
vbench_087,A cat wearing sunglasses and working as a lifeguard at a pool.,bf16,1.2538349628448486,1.296875,0.396484375,0.83203125
vbench_087,A cat wearing sunglasses and working as a lifeguard at a pool.,nvfp4,1.2959955930709839,1.34375,0.431640625,0.87890625
vbench_087,A cat wearing sunglasses and working as a lifeguard at a pool.,nvfp4_svdquant,1.3334646224975586,1.3828125,0.470703125,0.890625
vbench_088,Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,bf16,1.2241127490997314,1.265625,0.3828125,0.85546875
vbench_088,Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,nvfp4,1.0264649391174316,1.0546875,0.34765625,0.8046875
vbench_088,Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,nvfp4_svdquant,1.185869812965393,1.2265625,0.359375,0.8359375
vbench_089,"Splash of turquoise water in extreme slow motion, alpha channel included.",bf16,0.4718165695667267,0.48828125,-0.087890625,0.56640625
vbench_089,"Splash of turquoise water in extreme slow motion, alpha channel included.",nvfp4,0.32224541902542114,0.3359375,-0.263671875,0.44140625
vbench_089,"Splash of turquoise water in extreme slow motion, alpha channel included.",nvfp4_svdquant,0.37528088688850403,0.388671875,-0.15625,0.474609375
vbench_090,an ice cream is melting on the table.,bf16,0.5561328530311584,0.57421875,0.095703125,0.578125
vbench_090,an ice cream is melting on the table.,nvfp4,0.38754525780677795,0.390625,0.0751953125,0.58203125
vbench_090,an ice cream is melting on the table.,nvfp4_svdquant,0.545098602771759,0.55859375,0.08935546875,0.6171875
vbench_165,alley,bf16,-0.34142664074897766,-0.44140625,-0.36328125,0.263671875
vbench_165,alley,nvfp4,-0.39025068283081055,-0.51953125,-0.341796875,0.30859375
vbench_165,alley,nvfp4_svdquant,-0.7277340888977051,-0.9296875,-0.380859375,0.236328125
vbench_166,amusement park,bf16,1.2179759740829468,1.3359375,0.3125,0.7890625
vbench_166,amusement park,nvfp4,1.0411972999572754,1.1484375,0.341796875,0.76953125
vbench_166,amusement park,nvfp4_svdquant,0.9372266530990601,1.015625,0.2490234375,0.73828125
vbench_167,aquarium,bf16,1.2670032978057861,1.3984375,0.2119140625,0.78515625
vbench_167,aquarium,nvfp4,1.1655141115188599,1.2734375,0.1728515625,0.7734375
vbench_167,aquarium,nvfp4_svdquant,1.179438591003418,1.296875,0.146484375,0.7578125
vbench_168,arch,bf16,-0.1616029590368271,-0.2138671875,-0.26171875,0.353515625
vbench_168,arch,nvfp4,0.05419786274433136,0.0390625,-0.2236328125,0.38671875
vbench_168,arch,nvfp4_svdquant,-0.1356932669878006,-0.1826171875,-0.2578125,0.373046875
vbench_169,art gallery,bf16,-0.4728630781173706,-0.56640625,-0.318359375,0.2333984375
vbench_169,art gallery,nvfp4,-0.16923126578330994,-0.2080078125,-0.251953125,0.33203125
vbench_169,art gallery,nvfp4_svdquant,-0.04653427004814148,-0.08642578125,-0.029296875,0.486328125
vbench_170,bathroom,bf16,-1.0364186763763428,-1.3125,-0.44140625,0.09521484375
vbench_170,bathroom,nvfp4,-0.8548637628555298,-1.09375,-0.41796875,0.14453125
vbench_170,bathroom,nvfp4_svdquant,-0.8573718667030334,-1.1171875,-0.3359375,0.2177734375
vbench_171,bakery shop,bf16,-0.9780107736587524,-1.2734375,-0.2734375,0.232421875
vbench_171,bakery shop,nvfp4,-0.9906356930732727,-1.296875,-0.33203125,0.2060546875
vbench_171,bakery shop,nvfp4_svdquant,-1.0228489637374878,-1.296875,-0.359375,0.1865234375
vbench_172,ballroom,bf16,-1.0858018398284912,-1.3125,-0.3359375,0.224609375
vbench_172,ballroom,nvfp4,-0.7460612654685974,-0.88671875,-0.359375,0.171875
vbench_172,ballroom,nvfp4_svdquant,-0.5296182632446289,-0.6328125,-0.328125,0.251953125
vbench_173,bar,bf16,-0.4392130374908447,-0.57421875,-0.1826171875,0.390625
vbench_173,bar,nvfp4,-0.5767683982849121,-0.7265625,-0.2890625,0.275390625
vbench_173,bar,nvfp4_svdquant,-0.41394543647766113,-0.53515625,-0.19140625,0.357421875
vbench_174,barn,bf16,-0.4563886225223541,-0.62109375,-0.296875,0.31640625
vbench_174,barn,nvfp4,-0.48449912667274475,-0.6328125,-0.3515625,0.2197265625
vbench_174,barn,nvfp4_svdquant,-0.38692402839660645,-0.55078125,-0.2001953125,0.400390625
vbench_175,basement,bf16,-0.6737244129180908,-0.8125,-0.3359375,0.265625
vbench_175,basement,nvfp4,-0.299157977104187,-0.37109375,-0.1708984375,0.34765625
vbench_175,basement,nvfp4_svdquant,-0.6704952716827393,-0.84765625,-0.31640625,0.2314453125
vbench_176,beach,bf16,0.2624029517173767,0.263671875,-0.0703125,0.5
vbench_176,beach,nvfp4,-0.7678749561309814,-0.921875,-0.4296875,0.12353515625
vbench_176,beach,nvfp4_svdquant,-0.7749707698822021,-0.953125,-0.275390625,0.2373046875
vbench_177,bedroom,bf16,-0.8015937805175781,-1.046875,-0.251953125,0.29296875
vbench_177,bedroom,nvfp4,-0.8990304470062256,-1.15625,-0.333984375,0.1650390625
vbench_177,bedroom,nvfp4_svdquant,-0.6211860179901123,-0.8203125,-0.18359375,0.3203125
vbench_178,bridge,bf16,-0.6613682508468628,-0.89453125,-0.20703125,0.37109375
vbench_178,bridge,nvfp4,-0.9730688333511353,-1.1953125,-0.41015625,0.09716796875
vbench_178,bridge,nvfp4_svdquant,-0.6596994400024414,-0.78125,-0.419921875,0.1240234375
vbench_179,botanical garden,bf16,-0.3344908356666565,-0.419921875,-0.2734375,0.314453125
vbench_179,botanical garden,nvfp4,0.37244367599487305,0.400390625,-0.03173828125,0.48828125
vbench_179,botanical garden,nvfp4_svdquant,0.4405999481678009,0.46875,0.01092529296875,0.55859375
vbench_180,cafeteria,bf16,-0.5059650540351868,-0.63671875,-0.236328125,0.330078125
vbench_180,cafeteria,nvfp4,0.3860270082950592,0.400390625,0.08740234375,0.51953125
vbench_180,cafeteria,nvfp4_svdquant,-0.2803240716457367,-0.353515625,-0.140625,0.353515625
vbench_181,campsite,bf16,-0.8883415460586548,-1.1015625,-0.28125,0.28125
vbench_181,campsite,nvfp4,-0.588577151298523,-0.6875,-0.41015625,0.11767578125
vbench_181,campsite,nvfp4_svdquant,-0.7820174098014832,-0.94140625,-0.365234375,0.1796875
